N
16,24
C
100
A
8
2,21,S
5,8
12,21,S
10,8
3,20,S
7,10
13,20,S
8,10
2,2,N
5,13
12,2,N
10,13
3,3,N
7,15
13,3,N
8,15
M
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,100,1,1,1,1,1,1,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,1,1,1,1,1,1,100,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,100,1,1,1,1,1,1,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,1,1,1,1,1,1,100,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
